   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tokens.py:72(FlowEntryToken)
        1    0.000    0.000    0.000    0.000 tokens.py:75(AliasToken)
        1    0.000    0.000    0.000    0.000 tokens.py:82(AnchorToken)
        1    0.000    0.000    0.000    0.000 tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 tokens.py:96(ScalarToken)
      131    0.000    0.000    0.000    0.000 tokens.py:98(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.005    0.005 twodim_base.py:1(<module>)
        1    0.000    0.000    0.008    0.008 type_check.py:1(<module>)
       28    0.000    0.000    0.000    0.000 types.py:171(__get__)
       24    0.000    0.000    0.000    0.000 typing.py:121(_type_convert)
       23    0.000    0.000    0.001    0.000 typing.py:130(_type_check)
       15    0.000    0.000    0.000    0.000 typing.py:182(_collect_type_vars)
        2    0.000    0.000    0.001    0.000 typing.py:1889(__new__)
        2    0.000    0.000    0.000    0.000 typing.py:1907(<dictcomp>)
        8    0.000    0.000    0.000    0.000 typing.py:193(<listcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:197(_check_generic)
        2    0.000    0.000    0.000    0.000 typing.py:1998(<lambda>)
        3    0.000    0.000    0.000    0.000 typing.py:209(_deduplicate)
        3    0.000    0.000    0.000    0.000 typing.py:223(_remove_dups_flatten)
        3    0.000    0.000    0.000    0.000 typing.py:254(_tp_cache)
        3    0.000    0.000    0.000    0.000 typing.py:258(decorator)
    21/19    0.000    0.000    0.002    0.000 typing.py:262(inner)
       10    0.000    0.000    0.000    0.000 typing.py:300(__init_subclass__)
        9    0.000    0.000    0.000    0.000 typing.py:320(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:328(__repr__)
      5/3    0.000    0.000    0.001    0.000 typing.py:343(__getitem__)
        3    0.000    0.000    0.001    0.000 typing.py:424(Union)
        9    0.000    0.000    0.000    0.000 typing.py:456(<genexpr>)
        2    0.000    0.000    0.001    0.000 typing.py:462(Optional)
        2    0.000    0.000    0.000    0.000 typing.py:515(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:549(__eq__)
        7    0.000    0.000    0.000    0.000 typing.py:611(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:623(<genexpr>)
       77    0.000    0.000    0.000    0.000 typing.py:648(_is_dunder)
       16    0.000    0.000    0.001    0.000 typing.py:660(__init__)
       77    0.000    0.000    0.001    0.000 typing.py:696(__setattr__)
       12    0.000    0.000    0.001    0.000 typing.py:722(__init__)
       30    0.000    0.000    0.000    0.000 typing.py:726(<genexpr>)
       24    0.000    0.000    0.000    0.000 typing.py:733(__eq__)
        9    0.000    0.000    0.000    0.000 typing.py:739(__hash__)
        4    0.000    0.000    0.000    0.000 typing.py:787(__mro_entries__)
        4    0.000    0.000    0.000    0.000 typing.py:805(__init__)
        4    0.000    0.000    0.001    0.000 typing.py:815(__getitem__)
        8    0.000    0.000    0.000    0.000 typing.py:820(<genexpr>)
        5    0.000    0.000    0.001    0.000 typing.py:824(copy_with)
        2    0.000    0.000    0.000    0.000 typing.py:859(copy_with)
        3    0.000    0.000    0.000    0.000 typing.py:863(__getitem__)
        2    0.000    0.000    0.000    0.000 typing.py:877(__getitem_inner__)
        2    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:892(__getitem__)
        4    0.000    0.000    0.000    0.000 typing.py:911(__eq__)
        1    0.000    0.000    0.000    0.000 typing.py:916(__hash__)
        2    0.000    0.000    0.000    0.000 typing.py:968(__class_getitem__)
        4    0.000    0.000    0.000    0.000 typing.py:976(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:979(<genexpr>)
       10    0.000    0.000    0.000    0.000 typing.py:990(__init_subclass__)
        1    0.001    0.001    0.013    0.013 typing_extensions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1004(__new__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1019(NoExtraItemsType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1024(__new__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1083(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1315(_TypedDictSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1581(get_origin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1658(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1666(_TypeVarLikeMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:167(_Sentinel)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1675(TypeVar)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1719(_Immutable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1729(ParamSpecArgs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1752(ParamSpecKwargs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:182(_should_collect_from_parameters)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1832(ParamSpec)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1953(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:202(_AnyMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2098(_EllipsisDummy)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:213(Any)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2267(_TypeFormForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:233(_SpecialForm)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:236(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2488(_UnpackSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2489(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2493(_UnpackAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2608(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:279(_ExtensionsSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2883(deprecated)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3049(_check_generic)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3143(_has_generic_or_protocol_as_origin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3165(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3178(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3308(_NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3456(Buffer)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3521(NewType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3629(_TypeAliasGenericAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3636(TypeAliasType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:375(_LiteralGenericAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3847(Doc)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:386(_LiteralForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:387(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3901(Format)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4210(Sentinel)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4311(<dictcomp>)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:522(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:526(_SpecialGenericAlias)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:527(__init__)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:603(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:663(_ProtocolMeta)
       10    0.000    0.000    0.002    0.000 typing_extensions.py:670(__new__)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:686(__init__)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:749(__eq__)
       40    0.000    0.000    0.000    0.000 typing_extensions.py:760(__hash__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:788(Protocol)
        9    0.000    0.000    0.001    0.000 typing_extensions.py:794(__init_subclass__)
       18    0.000    0.000    0.000    0.000 typing_extensions.py:799(<genexpr>)
        9    0.000    0.000    0.000    0.000 typing_extensions.py:814(runtime_checkable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:881(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:890(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:899(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:908(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:917(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:925(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:936(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:952(Reader)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:969(Writer)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:988(SingletonMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:999(NoDefaultType)
        1    0.000    0.000    0.002    0.002 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        2    0.000    0.000    0.018    0.009 util.py:1(<module>)
        7    0.000    0.000    0.000    0.000 util.py:1(build_component_message)
   269201    2.453    0.000    4.413    0.000 util.py:10(__init__)
        3    0.000    0.000    0.000    0.000 util.py:13(build_light_off_message)
        3    0.000    0.000    0.000    0.000 util.py:20(append_message)
        4    0.000    0.000    0.000    0.000 util.py:23(append_sound)
   235563    1.073    0.000    1.344    0.000 util.py:26(extend)
   269201    0.873    0.000    1.434    0.000 util.py:32(_format_sounds)
       99    0.002    0.000    0.002    0.000 util.py:7(build_light_message)
        1    0.000    0.000    0.000    0.000 util.py:9(HandlerResponse)
        1    0.000    0.000    0.003    0.003 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        1    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        3    0.000    0.000    0.003    0.001 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        2    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:287(update)
      394    0.066    0.000    0.066    0.000 {built-in method PIL._imaging.blend}
     1306    0.016    0.000    0.016    0.000 {built-in method PIL._imaging.fill}
      420    0.008    0.000    0.008    0.000 {built-in method PIL._imaging.gif_decoder}
      167    0.002    0.000    0.002    0.000 {built-in method PIL._imaging.new}
     2203    0.015    0.000    0.016    0.000 {built-in method __new__ of type object at 0x8e4de0}
       49    0.002    0.000    0.002    0.000 {built-in method _abc._abc_init}
       54    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       15    0.000    0.000    0.001    0.000 {built-in method _abc._abc_register}
    31/17    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _csv.reader}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
      214    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     2011    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
    22/21    0.005    0.000    0.005    0.000 {built-in method _imp.create_builtin}
    26/25    0.052    0.002    0.061    0.002 {built-in method _imp.create_dynamic}
       22    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    26/21    0.009    0.000    0.036    0.002 {built-in method _imp.exec_dynamic}
       88    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      256    0.001    0.000    0.001    0.000 {built-in method _imp.is_frozen}
     2011    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
       90    7.769    0.086    7.769    0.086 {built-in method _ma_playback.check_available_playback_devices}
       90    0.001    0.000    0.001    0.000 {built-in method _ma_playback.init_attrs}
       90   16.902    0.188   16.902    0.188 {built-in method _ma_playback.init_audio_stream}
       90    0.021    0.000    0.021    0.000 {built-in method _ma_playback.load_file}
       90    0.001    0.000    0.001    0.000 {built-in method _ma_playback.set_device_volume}
      111    0.051    0.000    0.051    0.000 {built-in method _ma_playback.start_audio_stream}
       72    0.026    0.000    0.026    0.000 {built-in method _ma_playback.stop_audio_stream}
       90    0.001    0.000    0.001    0.000 {built-in method _ma_playback.terminate_audio_stream}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       40    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      125    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      113    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       99    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       26    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        3    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
     5988    0.007    0.000    0.007    0.000 {built-in method _struct.unpack_from}
   749272    0.832    0.000    0.832    0.000 {built-in method _struct.unpack}
      720    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
     1183    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  563/562    0.037    0.000    0.124    0.000 {built-in method builtins.__build_class__}
   352/15    0.003    0.000    0.711    0.047 {built-in method builtins.__import__}
     2098    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      256    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      318    0.096    0.000    0.096    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       10    0.003    0.000    0.003    0.000 {built-in method builtins.eval}
    531/1    0.004    0.000   86.268   86.268 {built-in method builtins.exec}
7730/6102    0.016    0.000    0.208    0.000 {built-in method builtins.getattr}
      362    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
     5071    0.010    0.000    0.010    0.000 {built-in method builtins.hasattr}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
   882978    0.658    0.000    0.658    0.000 {built-in method builtins.id}
  1060740    0.849    0.000    0.849    0.000 {built-in method builtins.isinstance}
     1306    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
       48    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
775655/775244    0.473    0.000    0.473    0.000 {built-in method builtins.len}
     1269    0.005    0.000    0.005    0.000 {built-in method builtins.max}
      864    0.001    0.000    0.001    0.000 {built-in method builtins.min}
       68    0.000    0.000    0.001    0.000 {built-in method builtins.next}
      726    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      336    0.006    0.000    0.006    0.000 {built-in method builtins.print}
       63    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
     1076    0.005    0.000    0.005    0.000 {built-in method builtins.round}
     1953    0.002    0.000    0.003    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      131    0.004    0.000    0.016    0.000 {built-in method builtins.sum}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        8    0.000    0.000    0.000    0.000 {built-in method fcntl.fcntl}
   744734    9.738    0.000    9.738    0.000 {built-in method fcntl.ioctl}
      777    0.002    0.000    0.002    0.000 {built-in method from_bytes}
      148    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      214    0.020    0.000    0.020    0.000 {built-in method io.open_code}
      106    0.020    0.000    0.020    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      214    0.101    0.000    0.101    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      106    0.001    0.000    0.001    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      299    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
      902    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
       73    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
       39    0.007    0.000    0.007    0.000 {built-in method posix.listdir}
        6    0.003    0.000    0.003    0.000 {built-in method posix.open}
        8    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        9    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
      434    0.009    0.000    0.009    0.000 {built-in method posix.read}
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
     1424    0.040    0.000    0.049    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
      105    0.011    0.000    0.011    0.000 {built-in method posix.write}
      539    0.044    0.000    0.044    0.000 {built-in method select.select}
       18    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      713    0.002    0.000    0.002    0.000 {built-in method sys.intern}
       12    0.000    0.000    0.000    0.000 {built-in method termios.tcflush}
        4    0.000    0.000    0.000    0.000 {built-in method termios.tcgetattr}
        4    0.000    0.000    0.000    0.000 {built-in method termios.tcsetattr}
     1722    0.002    0.000    0.002    0.000 {built-in method time.monotonic}
    97632    0.094    0.000    0.094    0.000 {built-in method time.perf_counter}
   126820    0.136    0.000    0.136    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f8f7abdc0}
        1    0.001    0.001    0.001    0.001 {function SeedSequence.generate_state at 0x7f8e276160}
     3387    0.071    0.000    0.071    0.000 {method 'Clear' of 'rgbmatrix.core.FrameCanvas' objects}
        1    0.000    0.000    0.000    0.000 {method 'CreateFrameCanvas' of 'rgbmatrix.core.RGBMatrix' objects}
        2    0.095    0.048    0.095    0.048 {method 'LoadFont' of 'rgbmatrix.graphics.Font' objects}
      130    0.087    0.001    0.089    0.001 {method 'SetImage' of 'rgbmatrix.core.Canvas' objects}
     3387    8.878    0.003    8.878    0.003 {method 'SwapOnVSync' of 'rgbmatrix.core.RGBMatrix' objects}
       53    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      217    0.007    0.000    0.007    0.000 {method '__exit__' of '_io._IOBase' objects}
      278    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
     1168    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.lock' objects}
       11    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
     1195    0.008    0.000    0.008    0.000 {method '__reduce_ex__' of 'object' objects}
       10    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      159    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
    59192    0.070    0.000    0.070    0.000 {method 'append' of 'list' objects}
      336    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        5    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
      420    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       90    0.003    0.000    0.003    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
      624    0.015    0.000    0.015    0.000 {method 'convert' of 'ImagingCore' objects}
      814    0.009    0.000    0.009    0.000 {method 'copy' of 'ImagingCore' objects}
     2259    0.004    0.000    0.004    0.000 {method 'copy' of 'dict' objects}
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
     1001    0.012    0.000    0.012    0.000 {method 'crop' of 'ImagingCore' objects}
      420    0.022    0.000    0.022    0.000 {method 'decode' of 'ImagingDecoder' objects}
      239    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
      104    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      568    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      434    0.002    0.000    0.002    0.000 {method 'extend' of 'bytearray' objects}
   843640    0.479    0.000    0.479    0.000 {method 'extend' of 'list' objects}
      569    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
       75    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
      618    0.004    0.000    0.004    0.000 {method 'format' of 'str' objects}
  1787601    1.091    0.000    1.091    0.000 {method 'get' of 'dict' objects}
       86    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      141    0.000    0.000    0.000    0.000 {method 'getpixel' of 'ImagingCore' objects}
      337    0.001    0.000    0.001    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       73    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      113    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {method 'isdecimal' of 'str' objects}
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       80    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       77    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
    67535    0.054    0.000    0.054    0.000 {method 'items' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
     6095    0.082    0.000    0.133    0.000 {method 'join' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
    11654    0.027    0.000    0.027    0.000 {method 'ljust' of 'str' objects}
      155    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      162    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}
      238    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       90    0.002    0.000    0.002    0.000 {method 'new' of '_cffi_backend.FFI' objects}
       70    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
      974    0.006    0.000    0.006    0.000 {method 'paste' of 'ImagingCore' objects}
     3251    0.005    0.000    0.005    0.000 {method 'pixel_access' of 'ImagingCore' objects}
   808225    0.526    0.000    0.526    0.000 {method 'pop' of 'dict' objects}
    17488    0.030    0.000    0.030    0.000 {method 'pop' of 'list' objects}
      561    0.006    0.000    0.006    0.000 {method 'putpalette' of 'ImagingCore' objects}
      157    0.000    0.000    0.000    0.000 {method 'putpalettealpha' of 'ImagingCore' objects}
      141    0.000    0.000    0.000    0.000 {method 'putpixel' of 'ImagingCore' objects}
      107    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
    21975    0.083    0.000    0.083    0.000 {method 'read' of '_io.BufferedReader' objects}
      112    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      112    0.006    0.000    0.070    0.001 {method 'readline' of '_io._IOBase' objects}
       10    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        7    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       81    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      125    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
     9330    0.011    0.000    0.011    0.000 {method 'rjust' of 'str' objects}
     2641    0.004    0.000    0.004    0.000 {method 'rpartition' of 'str' objects}
      112    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
     6161    0.003    0.000    0.003    0.000 {method 'rstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
